obs_datetime,station_id,station_name,lat,lon,intensidadeVentoKM,temperatura,radiacao,idDireccVento,precAcumulada,intensidadeVento,humidade,pressao,direccVento_txt
2026-01-27 00:00:00,11217160,Santa Maria / Praia Formosa (DROTRH),36.9542,-25.0917,18.4,11.6,7.1,3,0.4,5.1,84.0,,E
2026-01-27 00:00:00,11217165,Santa Maria / Maia (DROTRH),36.9412,-25.0176,19.8,11.3,9.1,8,0.8,5.5,83.0,,NW
2026-01-27 00:00:00,11217217,São Miguel / Santana (DROTRH),37.8049,-25.5618,7.2,11.2,0.0,3,0.1,2.0,75.0,,E
2026-01-27 00:00:00,11217225,São Miguel / Sete Cidades (DROTRH),37.8679,-25.772,29.2,10.1,3.3,7,0.0,8.1,80.0,,W
2026-01-27 00:00:00,11217255,São Miguel / Lagoa das Furnas (DROTRH),37.7619,-25.3291,10.4,9.5,0.0,5,0.0,2.9,76.0,,S
2026-01-27 00:00:00,11217372,Terceira / Serra do Cume (DROTRH),38.7002,-27.1031,31.0,6.0,0.0,8,0.0,8.6,92.0,,NW
2026-01-27 00:00:00,11217430,Graciosa / Serra das Fontes (DROTRH),39.0672,-28.0038,37.8,7.2,0.0,8,0.2,10.5,92.0,,NW
2026-01-27 00:00:00,11217510,São Jorge / Pico do Areeiro (DROTRH),38.6435,-28.0591,46.8,3.3,0.0,6,0.4,13.0,99.0,,SW
2026-01-27 00:00:00,11217625,Pico / Cabeço do Teicho (DROTRH),38.489,-28.3534,26.3,3.6,0.0,7,0.7,7.3,92.0,,W
2026-01-27 00:00:00,11217645,Pico / Cabecinho (DROTRH),38.4338,-28.1141,20.5,6.2,0.0,8,0.0,5.7,80.0,,NW
2026-01-27 00:00:00,11217710,Faial / Alto do Cabouco (DROTRH),38.587,-28.6992,,3.9,0.0,5,0.1,,97.0,,S
2026-01-27 00:00:00,11217730,Faial / Cabeço Verde (DROTRH),38.5843,-28.7576,14.4,6.8,0.0,7,0.2,4.0,86.0,,W
2026-01-27 00:00:00,1200501,Flores (Aeródromo),39.45819,-31.1301,35.6,10.3,0.0,7,0.4,9.9,67.0,1009.5,W
2026-01-27 00:00:00,1200502,Corvo (Aeródromo),39.67389,-31.11362,64.1,11.1,,7,0.0,17.8,69.0,1007.6,W
2026-01-27 00:00:00,1200504,Pico (Aeródromo),38.55219,-28.44137,21.6,10.8,0.0,7,0.0,6.0,65.0,1009.7,W
2026-01-27 00:00:00,1200505,Horta / Aeroporto,38.5211,-28.7128,37.8,10.9,,7,1.0,10.5,71.0,1009.7,W
2026-01-27 00:00:00,1200506,Horta (Obs. Principe Alberto),38.540781,-28.63225,48.6,10.0,0.0,7,0.4,13.5,78.0,1009.8,W
2026-01-27 00:00:00,1200510,São Jorge,38.66,-28.17,30.2,9.8,6.0,8,0.3,8.4,81.0,1009.3,NW
2026-01-27 00:00:00,1200511,Angra do Heroísmo,38.6659435,-27.216567,33.8,9.9,0.0,7,0.0,9.4,69.0,1008.6,W
2026-01-27 00:00:00,1200512,P. Delgada (Aeródromo),37.74414,-25.6953048,55.8,11.8,0.5,8,0.3,15.5,74.0,1008.8,NW
2026-01-27 00:00:00,1200515,Santa Maria (Aeródromo),36.967175,-25.1679,47.5,12.5,3.7,8,0.1,13.2,81.0,1011.2,NW
2026-01-27 00:00:00,1200521,Santa Catarina (Aeródromo),32.69688,-16.77612,,18.0,0.0,0,0.5,,78.0,1016.5,
2026-01-27 00:00:00,1200522,Funchal,32.64786,-16.888,17.6,18.4,0.0,7,0.0,4.9,74.0,1017.6,W
2026-01-27 00:00:00,1200524,Porto Santo,33.074029,-16.34868,17.3,18.2,0.3,6,0.0,4.8,74.0,1016.0,SW
2026-01-27 00:00:00,1200531,Cabo Carvoeiro,39.38,-9.40737778,41.8,14.2,,6,4.1,11.6,100.0,1000.9,SW
2026-01-27 00:00:00,1200533,Sagres,37.012835,-8.949089,32.8,15.5,,6,0.0,9.1,76.0,1010.7,SW
2026-01-27 00:00:00,1200535,Lisboa (Geofísico),38.71907778,-9.14972222,33.8,14.1,0.0,6,4.1,9.4,100.0,1003.8,SW
2026-01-27 00:00:00,1200541,Sines,37.954504,-8.838271,34.2,14.9,0.0,6,0.0,9.5,100.0,1007.8,SW
2026-01-27 00:00:00,1200545,"Porto, Pedras Rubras (Aeródromo)",41.233502,-8.681332,24.8,13.1,0.2,7,11.3,6.9,97.0,996.2,W
2026-01-27 00:00:00,1200548,Coimbra (Aeródromo),40.15006944,-8.46669167,20.9,13.0,0.0,5,1.3,5.8,97.0,1000.0,S
2026-01-27 00:00:00,1200551,"Viana Castelo, Chafé",41.648875,-8.804606,17.3,11.7,0.0,7,4.4,4.8,100.0,995.8,W
2026-01-27 00:00:00,1200554,Faro (Aeródromo),37.016579,-7.971953,36.0,15.9,0.0,6,0.0,10.0,81.0,1011.8,SW
2026-01-27 00:00:00,1200558,Évora (C.Coordenação),38.53336389,-7.88338056,31.7,13.2,0.0,6,0.2,8.8,72.0,1008.2,SW
2026-01-27 00:00:00,1200559,Viseu (Aeródromo),40.72645,-7.887472,36.4,9.6,,6,7.4,10.1,99.0,998.8,SW
