obs_datetime,station_id,station_name,lat,lon,intensidadeVentoKM,temperatura,radiacao,idDireccVento,precAcumulada,intensidadeVento,humidade,pressao,direccVento_txt
2026-01-17 00:00:00,11217160,Santa Maria / Praia Formosa (DROTRH),36.9542,-25.0917,12.6,13.6,0.0,3,0.0,3.5,86.0,,E
2026-01-17 00:00:00,11217165,Santa Maria / Maia (DROTRH),36.9412,-25.0176,16.6,13.3,0.2,8,0.0,4.6,86.0,,NW
2026-01-17 00:00:00,11217217,São Miguel / Santana (DROTRH),37.8049,-25.5618,15.5,14.4,10.0,8,0.0,4.3,82.0,,NW
2026-01-17 00:00:00,11217225,São Miguel / Sete Cidades (DROTRH),37.8679,-25.772,7.2,12.2,12.6,4,0.0,2.0,89.0,,SE
2026-01-17 00:00:00,11217255,São Miguel / Lagoa das Furnas (DROTRH),37.7619,-25.3291,5.4,11.5,0.8,3,0.5,1.5,91.0,,E
2026-01-17 00:00:00,11217370,Terceira / Ribeira das Nove (DROTRH),38.754,-27.3245,6.1,8.2,0.0,6,0.2,1.7,100.0,,SW
2026-01-17 00:00:00,11217372,Terceira / Serra do Cume (DROTRH),38.7002,-27.1031,14.0,9.9,0.0,8,0.0,3.9,100.0,,NW
2026-01-17 00:00:00,11217430,Graciosa / Serra das Fontes (DROTRH),39.0672,-28.0038,18.4,12.4,0.0,8,0.0,5.1,88.0,,NW
2026-01-17 00:00:00,11217510,São Jorge / Pico do Areeiro (DROTRH),38.6435,-28.0591,11.2,6.8,0.0,5,0.0,3.1,100.0,,S
2026-01-17 00:00:00,11217645,Pico / Cabecinho (DROTRH),38.4338,-28.1141,12.6,9.6,0.0,8,0.0,3.5,96.0,,NW
2026-01-17 00:00:00,11217730,Faial / Cabeço Verde (DROTRH),38.5843,-28.7576,7.6,9.8,0.0,6,0.0,2.1,92.0,,SW
2026-01-17 00:00:00,1200501,Flores (Aeródromo),39.45819,-31.1301,5.8,13.0,0.0,3,0.0,1.6,73.0,1035.9,E
2026-01-17 00:00:00,1200502,Corvo (Aeródromo),39.67389,-31.11362,33.8,14.7,0.0,8,0.0,9.4,67.0,1035.1,NW
2026-01-17 00:00:00,1200504,Pico (Aeródromo),38.55219,-28.44137,9.4,14.5,0.0,8,0.0,2.6,72.0,1036.0,NW
2026-01-17 00:00:00,1200505,Horta / Aeroporto,38.5211,-28.7128,8.6,14.1,,8,0.0,2.4,67.0,1035.9,NW
2026-01-17 00:00:00,1200506,Horta (Obs. Principe Alberto),38.540781,-28.63225,8.3,13.7,0.0,8,0.0,2.3,76.0,1036.2,NW
2026-01-17 00:00:00,1200510,São Jorge,38.66,-28.17,10.4,13.7,0.0,8,0.0,2.9,75.0,1035.6,NW
2026-01-17 00:00:00,1200511,Angra do Heroísmo,38.6659435,-27.216567,9.0,13.4,0.0,7,0.0,2.5,78.0,1035.2,W
2026-01-17 00:00:00,1200512,P. Delgada (Aeródromo),37.74414,-25.6953048,15.5,13.4,0.0,8,0.0,4.3,81.0,1034.4,NW
2026-01-17 00:00:00,1200515,Santa Maria (Aeródromo),36.967175,-25.1679,29.5,14.3,0.3,9,0.0,8.2,82.0,1034.6,N
2026-01-17 00:00:00,1200521,Santa Catarina (Aeródromo),32.69688,-16.77612,,15.5,0.0,0,0.1,,67.0,1026.5,
2026-01-17 00:00:00,1200522,Funchal,32.64786,-16.888,4.7,15.8,0.0,2,0.0,1.3,57.0,1026.4,NE
2026-01-17 00:00:00,1200524,Porto Santo,33.074029,-16.34868,28.4,15.6,0.0,8,0.0,7.9,67.0,1025.6,NW
2026-01-17 00:00:00,1200531,Cabo Carvoeiro,39.38,-9.40737778,9.7,8.1,,2,0.3,2.7,90.0,1015.7,NE
2026-01-17 00:00:00,1200533,Sagres,37.012835,-8.949089,10.4,9.5,,9,0.0,2.9,72.0,1016.3,N
2026-01-17 00:00:00,1200535,Lisboa (Geofísico),38.71907778,-9.14972222,10.1,8.1,0.0,8,0.1,2.8,100.0,1015.8,NW
2026-01-17 00:00:00,1200541,Sines,37.954504,-8.838271,12.2,7.8,0.0,1,0.0,3.4,99.0,1015.9,N
2026-01-17 00:00:00,1200545,"Porto, Pedras Rubras (Aeródromo)",41.233502,-8.681332,10.8,5.5,0.0,4,0.0,3.0,99.0,1014.6,SE
2026-01-17 00:00:00,1200548,Coimbra (Aeródromo),40.15006944,-8.46669167,3.2,6.0,0.0,4,0.0,0.9,99.0,1015.3,SE
2026-01-17 00:00:00,1200551,"Viana Castelo, Chafé",41.648875,-8.804606,9.7,4.9,0.0,3,0.0,2.7,100.0,1014.3,E
2026-01-17 00:00:00,1200554,Faro (Aeródromo),37.016579,-7.971953,14.8,8.2,0.0,8,0.0,4.1,90.0,1015.7,NW
2026-01-17 00:00:00,1200558,Évora (C.Coordenação),38.53336389,-7.88338056,10.4,4.7,0.0,7,0.0,2.9,,1015.4,W
2026-01-17 00:00:00,1200559,Viseu (Aeródromo),40.72645,-7.887472,9.7,1.5,,8,0.0,2.7,99.0,1015.7,NW
2026-01-17 00:00:00,1200560,Viseu (C.Coordenação),40.71492222,-7.89592222,12.6,2.0,,7,0.0,3.5,100.0,1016.0,W
2026-01-17 00:00:00,1200562,Beja,38.02493056,-7.867275,12.6,5.7,0.0,7,0.0,3.5,100.0,1014.9,W
2026-01-17 00:00:00,1200567,Vila Real,41.27418611,-7.7171,2.2,2.0,0.0,5,0.0,0.6,100.0,1015.5,S
2026-01-17 00:00:00,1200568,Penhas Douradas,40.41136667,-7.55865278,0.0,-1.0,0.0,0,,0.0,100.0,,
2026-01-17 00:00:00,1200570,Castelo Branco,39.83339444,-7.46678889,8.6,5.1,0.0,7,0.0,2.4,100.0,1013.7,W
2026-01-17 00:00:00,1200571,Portalegre,39.29546944,-7.41996944,13.0,3.3,0.0,8,0.0,3.6,100.0,1015.1,NW
2026-01-17 00:00:00,1200575,Bragança,41.80388889,-6.74283889,6.5,0.7,0.0,1,0.0,1.8,92.0,1015.4,N
2026-01-17 00:00:00,1200576,Bragança (Aeródromo),41.85763611,-6.70796389,4.3,-0.2,,3,0.0,1.2,99.0,1015.0,E
2026-01-17 00:00:00,1200843,Évora (Aeródromo),38.5296,-7.8916,9.7,4.9,,7,0.0,2.7,96.0,1015.1,W
2026-01-17 00:00:00,1210513,P. Delgada (Obs. A. Chaves),37.7464,-25.662283,4.3,14.0,1.1,9,0.0,1.2,75.0,,N
2026-01-17 00:00:00,1210517,Flores / Morro Alto,39.4633,-31.2207,46.1,5.9,,7,0.0,12.8,100.0,1033.3,W
2026-01-17 00:00:00,1210518,São Miguel - Pico Santos De Cima,37.819,-25.7512,52.2,7.5,,9,1.0,14.5,100.0,1034.2,N
2026-01-17 00:00:00,1210520,Ilhas selvagens,30.140595,-15.869153,34.6,16.4,0.0,1,0.0,9.6,74.0,1025.8,N
2026-01-17 00:00:00,1210550,Coruche / Cruz Do Leão,39.07101,-8.4,4.7,4.9,,7,0.0,1.3,100.0,1015.4,W
2026-01-17 00:00:00,1210553,Loulé / Cavalos De Caldeirão,37.3042,-7.9534,20.5,4.9,,8,0.0,5.7,100.0,1016.4,NW
2026-01-17 00:00:00,1210577,"Odemira, S.Teotónio",37.54710833,-8.72899167,3.6,8.0,0.0,9,0.0,1.0,93.0,,N
2026-01-17 00:00:00,1210580,"Lisboa, Relógio",38.7618,-9.1254,,7.7,,0,0.2,,87.0,1016.4,
2026-01-17 00:00:00,1210604,V.N.Cerveira (Aeródromo),41.96673056,-8.66676111,4.7,6.2,0.0,3,0.0,1.3,100.0,1014.0,E
2026-01-17 00:00:00,1210605,"Monção, Valinha",42.06669,-8.383347,2.9,3.2,0.0,3,0.0,0.8,100.0,,E
2026-01-17 00:00:00,1210606,"Lamas de Mouro, P.Ribeiro",42.03333333,-8.18333333,1.4,0.1,0.0,4,0.0,0.4,100.0,1016.6,SE
2026-01-17 00:00:00,1210611,Montalegre,41.82276667,-7.78797778,8.3,1.4,0.0,7,0.0,2.3,99.0,,W
2026-01-17 00:00:00,1210612,Vinhais,41.8434,-7.0034416,14.8,0.9,,8,0.0,4.1,100.0,,NW
2026-01-17 00:00:00,1210615,Ponte de Lima,41.75013889,-8.56671389,1.4,4.6,0.0,4,0.0,0.4,99.0,,SE
2026-01-17 00:00:00,1210616,Chaves (Aeródromo),41.72516667,-7.46540833,2.2,1.5,0.0,5,0.0,0.6,96.0,1015.0,S
2026-01-17 00:00:00,1210619,Cabril,41.71666667,-8.01666667,4.0,3.2,,4,0.0,1.1,99.0,,SE
2026-01-17 00:00:00,1210622,"Braga, Merelim",41.56678056,-8.45003056,1.1,2.8,0.0,4,0.0,0.3,100.0,1015.2,SE
2026-01-17 00:00:00,1210625,Guimarães,41.4289,-8.3178,,3.1,0.0,0,,,96.0,1015.2,
2026-01-17 00:00:00,1210630,Cabeceiras de Basto,41.53333333,-7.96666667,1.1,3.6,0.0,6,0.0,0.3,100.0,,SW
2026-01-17 00:00:00,1210632,Mirandela,41.51478611,-7.19083889,1.8,2.7,0.0,4,0.0,0.5,90.0,,SE
2026-01-17 00:00:00,1210633,"Macedo Cavaleiros, Bagueixe",41.56666667,-6.78333333,13.7,1.4,,8,0.0,3.8,100.0,,NW
2026-01-17 00:00:00,1210635,Miranda do Douro,41.51666667,-6.28333333,3.6,3.2,,8,0.0,1.0,99.0,,NW
2026-01-17 00:00:00,1210637,Mogadouro,41.33333333,-6.73333333,6.1,2.7,0.0,6,0.0,1.7,99.0,,SW
2026-01-17 00:00:00,1210643,Paços Ferreira,41.27365,-8.38012,2.9,2.6,,3,0.0,0.8,100.0,,E
2026-01-17 00:00:00,1210644,Carrazêda de Ansiães,41.23333333,-7.28333333,0.0,0.1,0.0,0,0.0,0.0,93.0,,
2026-01-17 00:00:00,1210654,Moncorvo,41.18333333,-7.01666667,1.8,2.1,0.0,7,0.0,0.5,90.0,1015.1,W
2026-01-17 00:00:00,1210655,"Pinhão, Santa Bárbara",41.172775,-7.5489722,2.5,4.1,,5,0.0,0.7,96.0,,S
