obs_datetime,station_id,station_name,lat,lon,intensidadeVentoKM,temperatura,radiacao,idDireccVento,precAcumulada,intensidadeVento,humidade,pressao,direccVento_txt
2026-01-22 00:00:00,11217160,Santa Maria / Praia Formosa (DROTRH),36.9542,-25.0917,11.2,15.7,2.1,2,0.0,3.1,100.0,,NE
2026-01-22 00:00:00,11217165,Santa Maria / Maia (DROTRH),36.9412,-25.0176,17.6,15.7,6.4,8,0.0,4.9,97.0,,NW
2026-01-22 00:00:00,11217225,São Miguel / Sete Cidades (DROTRH),37.8679,-25.772,16.9,14.8,0.4,6,0.0,4.7,100.0,,SW
2026-01-22 00:00:00,11217255,São Miguel / Lagoa das Furnas (DROTRH),37.7619,-25.3291,7.6,16.2,0.0,5,0.0,2.1,78.0,,S
2026-01-22 00:00:00,11217370,Terceira / Ribeira das Nove (DROTRH),38.754,-27.3245,13.0,12.6,0.0,7,0.0,3.6,100.0,,W
2026-01-22 00:00:00,11217372,Terceira / Serra do Cume (DROTRH),38.7002,-27.1031,42.1,14.0,0.0,7,0.1,11.7,100.0,,W
2026-01-22 00:00:00,11217430,Graciosa / Serra das Fontes (DROTRH),39.0672,-28.0038,33.8,14.4,0.0,8,0.0,9.4,100.0,,NW
2026-01-22 00:00:00,11217510,São Jorge / Pico do Areeiro (DROTRH),38.6435,-28.0591,47.9,12.0,0.0,6,0.2,13.3,100.0,,SW
2026-01-22 00:00:00,11217645,Pico / Cabecinho (DROTRH),38.4338,-28.1141,18.0,14.8,0.0,7,0.0,5.0,86.0,,W
2026-01-22 00:00:00,11217710,Faial / Alto do Cabouco (DROTRH),38.587,-28.6992,,12.5,0.0,4,0.3,,99.0,,SE
2026-01-22 00:00:00,11217730,Faial / Cabeço Verde (DROTRH),38.5843,-28.7576,11.9,14.0,0.0,6,0.0,3.3,100.0,,SW
2026-01-22 00:00:00,1200501,Flores (Aeródromo),39.45819,-31.1301,45.4,18.3,0.0,7,0.1,12.6,85.0,1015.3,W
2026-01-22 00:00:00,1200502,Corvo (Aeródromo),39.67389,-31.11362,43.6,17.6,644.5,7,0.0,12.1,90.0,1014.3,W
2026-01-22 00:00:00,1200504,Pico (Aeródromo),38.55219,-28.44137,25.2,17.1,0.0,7,0.0,7.0,91.0,1018.2,W
2026-01-22 00:00:00,1200505,Horta / Aeroporto,38.5211,-28.7128,32.8,17.2,,7,0.0,9.1,90.0,1018.3,W
2026-01-22 00:00:00,1200506,Horta (Obs. Principe Alberto),38.540781,-28.63225,32.8,16.9,0.0,6,0.0,9.1,97.0,1018.7,SW
2026-01-22 00:00:00,1200510,São Jorge,38.66,-28.17,,16.5,,0,,,,1018.4,
2026-01-22 00:00:00,1200511,Angra do Heroísmo,38.6659435,-27.216567,24.1,16.6,0.0,7,0.0,6.7,91.0,1017.7,W
2026-01-22 00:00:00,1200512,P. Delgada (Aeródromo),37.74414,-25.6953048,33.1,16.1,0.3,7,0.0,9.2,97.0,1018.9,W
2026-01-22 00:00:00,1200515,Santa Maria (Aeródromo),36.967175,-25.1679,31.7,16.4,0.1,8,0.0,8.8,98.0,1020.8,NW
2026-01-22 00:00:00,1200521,Santa Catarina (Aeródromo),32.69688,-16.77612,,17.7,0.0,0,0.0,,79.0,1019.6,
2026-01-22 00:00:00,1200522,Funchal,32.64786,-16.888,4.0,16.9,0.0,1,0.0,1.1,77.0,1019.9,N
2026-01-22 00:00:00,1200524,Porto Santo,33.074029,-16.34868,23.0,16.6,0.2,8,0.0,6.4,93.0,1019.5,NW
2026-01-22 00:00:00,1200531,Cabo Carvoeiro,39.38,-9.40737778,18.4,13.0,,8,0.0,5.1,76.0,1008.0,NW
2026-01-22 00:00:00,1200533,Sagres,37.012835,-8.949089,32.0,13.9,,8,0.0,8.9,75.0,1010.0,NW
2026-01-22 00:00:00,1200535,Lisboa (Geofísico),38.71907778,-9.14972222,7.6,11.9,0.0,6,0.0,2.1,92.0,1008.4,SW
2026-01-22 00:00:00,1200541,Sines,37.954504,-8.838271,31.3,12.5,0.0,8,0.1,8.7,94.0,1009.2,NW
2026-01-22 00:00:00,1200545,"Porto, Pedras Rubras (Aeródromo)",41.233502,-8.681332,24.1,11.1,0.0,8,0.0,6.7,74.0,1004.8,NW
2026-01-22 00:00:00,1200548,Coimbra (Aeródromo),40.15006944,-8.46669167,15.8,9.3,0.0,8,0.1,4.4,88.0,1006.8,NW
2026-01-22 00:00:00,1200551,"Viana Castelo, Chafé",41.648875,-8.804606,12.6,9.8,0.0,8,1.1,3.5,94.0,1004.1,NW
2026-01-22 00:00:00,1200554,Faro (Aeródromo),37.016579,-7.971953,23.0,13.6,0.0,7,0.0,6.4,79.0,1008.8,W
2026-01-22 00:00:00,1200558,Évora (C.Coordenação),38.53336389,-7.88338056,22.0,10.2,0.0,8,0.0,6.1,80.0,1007.8,NW
2026-01-22 00:00:00,1200559,Viseu (Aeródromo),40.72645,-7.887472,25.9,5.7,,8,0.8,7.2,84.0,1005.2,NW
2026-01-22 00:00:00,1200560,Viseu (C.Coordenação),40.71492222,-7.89592222,22.3,5.0,,8,0.6,6.2,93.0,1005.8,NW
2026-01-22 00:00:00,1200562,Beja,38.02493056,-7.867275,16.6,10.7,0.0,8,0.1,4.6,90.0,1007.4,NW
2026-01-22 00:00:00,1200567,Vila Real,41.27418611,-7.7171,8.3,5.9,0.0,7,0.4,2.3,90.0,1004.0,W
2026-01-22 00:00:00,1200568,Penhas Douradas,40.41136667,-7.55865278,34.6,0.2,0.0,8,,9.6,100.0,,NW
2026-01-22 00:00:00,1200570,Castelo Branco,39.83339444,-7.46678889,14.4,7.7,0.0,7,0.0,4.0,100.0,1004.6,W
2026-01-22 00:00:00,1200571,Portalegre,39.29546944,-7.41996944,20.2,5.9,0.0,8,0.0,5.6,100.0,1006.9,NW
2026-01-22 00:00:00,1200575,Bragança,41.80388889,-6.74283889,23.0,4.5,0.0,7,0.0,6.4,85.0,1001.7,W
2026-01-22 00:00:00,1200576,Bragança (Aeródromo),41.85763611,-6.70796389,14.4,4.7,,8,0.0,4.0,86.0,1001.2,NW
2026-01-22 00:00:00,1200843,Évora (Aeródromo),38.5296,-7.8916,20.5,10.1,,7,0.0,5.7,88.0,1007.7,W
2026-01-22 00:00:00,1210513,P. Delgada (Obs. A. Chaves),37.7464,-25.662283,4.3,16.3,3.5,5,0.0,1.2,,,S
2026-01-22 00:00:00,1210517,Flores / Morro Alto,39.4633,-31.2207,82.8,12.3,,6,0.4,23.0,100.0,1010.5,SW
2026-01-22 00:00:00,1210518,São Miguel - Pico Santos De Cima,37.819,-25.7512,55.8,12.0,,7,0.3,15.5,100.0,1018.2,W
