obs_datetime,station_id,station_name,lat,lon,intensidadeVentoKM,temperatura,radiacao,idDireccVento,precAcumulada,intensidadeVento,humidade,pressao,direccVento_txt
2026-02-06 00:00:00,11217160,Santa Maria / Praia Formosa (DROTRH),36.9542,-25.0917,20.9,11.5,0.0,2,0.0,5.8,70.0,,NE
2026-02-06 00:00:00,11217165,Santa Maria / Maia (DROTRH),36.9412,-25.0176,27.0,11.1,0.0,8,0.0,7.5,70.0,,NW
2026-02-06 00:00:00,11217217,São Miguel / Santana (DROTRH),37.8049,-25.5618,7.2,11.3,0.0,7,0.0,2.0,71.0,,W
2026-02-06 00:00:00,11217225,São Miguel / Sete Cidades (DROTRH),37.8679,-25.772,19.4,10.8,0.0,7,0.0,5.4,75.0,,W
2026-02-06 00:00:00,11217255,São Miguel / Lagoa das Furnas (DROTRH),37.7619,-25.3291,16.2,9.8,0.3,5,0.1,4.5,73.0,,S
2026-02-06 00:00:00,11217370,Terceira / Ribeira das Nove (DROTRH),38.754,-27.3245,8.6,5.1,0.0,4,0.0,2.4,99.0,,SE
2026-02-06 00:00:00,11217430,Graciosa / Serra das Fontes (DROTRH),39.0672,-28.0038,43.2,9.6,0.0,8,0.0,12.0,84.0,,NW
2026-02-06 00:00:00,11217510,São Jorge / Pico do Areeiro (DROTRH),38.6435,-28.0591,42.1,4.2,0.0,6,0.0,11.7,93.0,,SW
2026-02-06 00:00:00,11217625,Pico / Cabeço do Teicho (DROTRH),38.489,-28.3534,15.8,4.1,0.0,7,0.3,4.4,95.0,,W
2026-02-06 00:00:00,11217645,Pico / Cabecinho (DROTRH),38.4338,-28.1141,24.1,6.3,0.0,8,1.1,6.7,87.0,,NW
2026-02-06 00:00:00,11217730,Faial / Cabeço Verde (DROTRH),38.5843,-28.7576,9.7,7.5,0.0,8,0.0,2.7,84.0,,NW
2026-02-06 00:00:00,1200501,Flores (Aeródromo),39.45819,-31.1301,17.6,11.4,0.0,7,0.4,4.9,71.0,1012.7,W
2026-02-06 00:00:00,1200502,Corvo (Aeródromo),39.67389,-31.11362,42.5,12.5,352.2,8,0.0,11.8,66.0,1011.6,NW
2026-02-06 00:00:00,1200504,Pico (Aeródromo),38.55219,-28.44137,18.4,10.1,0.0,7,0.0,5.1,80.0,1013.1,W
2026-02-06 00:00:00,1200505,Horta / Aeroporto,38.5211,-28.7128,27.0,12.1,,7,0.0,7.5,63.0,1012.9,W
2026-02-06 00:00:00,1200506,Horta (Obs. Principe Alberto),38.540781,-28.63225,32.4,10.8,0.0,7,0.0,9.0,74.0,1013.5,W
2026-02-06 00:00:00,1200507,Graciosa (Aeródromo),39.09036,-28.02852,50.8,12.3,0.0,8,0.0,14.1,60.0,1010.9,NW
2026-02-06 00:00:00,1200510,São Jorge,38.66,-28.17,26.3,11.3,0.4,8,0.0,7.3,67.0,1012.4,NW
2026-02-06 00:00:00,1200511,Angra do Heroísmo,38.6659435,-27.216567,28.1,10.8,0.0,7,0.0,7.8,69.0,1011.6,W
2026-02-06 00:00:00,1200512,P. Delgada (Aeródromo),37.74414,-25.6953048,50.8,12.3,0.0,8,0.0,14.1,70.0,1011.6,NW
2026-02-06 00:00:00,1200515,Santa Maria (Aeródromo),36.967175,-25.1679,49.0,12.7,0.0,8,0.0,13.6,68.0,1013.4,NW
2026-02-06 00:00:00,1200521,Santa Catarina (Aeródromo),32.69688,-16.77612,,16.3,0.4,0,0.0,,65.0,1014.1,
2026-02-06 00:00:00,1200522,Funchal,32.64786,-16.888,10.4,16.6,0.0,8,2.0,2.9,65.0,1014.3,NW
2026-02-06 00:00:00,1200524,Porto Santo,33.074029,-16.34868,23.4,15.6,0.9,7,3.5,6.5,78.0,1013.7,W
2026-02-06 00:00:00,1200533,Sagres,37.012835,-8.949089,21.6,14.5,,7,0.0,6.0,77.0,1006.0,W
2026-02-06 00:00:00,1200535,Lisboa (Geofísico),38.71907778,-9.14972222,18.4,12.7,0.0,6,0.0,5.1,96.0,1002.8,SW
2026-02-06 00:00:00,1200541,Sines,37.954504,-8.838271,20.2,13.7,0.0,7,0.0,5.6,97.0,1004.5,W
2026-02-06 00:00:00,1200545,"Porto, Pedras Rubras (Aeródromo)",41.233502,-8.681332,14.8,11.2,0.3,6,0.5,4.1,84.0,998.3,SW
2026-02-06 00:00:00,1200548,Coimbra (Aeródromo),40.15006944,-8.46669167,,,0.0,0,0.0,,,,
2026-02-06 00:00:00,1200551,"Viana Castelo, Chafé",41.648875,-8.804606,16.9,11.6,0.0,6,0.0,4.7,94.0,997.1,SW
2026-02-06 00:00:00,1200554,Faro (Aeródromo),37.016579,-7.971953,23.4,14.4,0.0,7,0.0,6.5,89.0,1006.5,W
2026-02-06 00:00:00,1200558,Évora (C.Coordenação),38.53336389,-7.88338056,15.8,11.1,0.0,6,2.1,4.4,,1004.2,SW
2026-02-06 00:00:00,1200559,Viseu (Aeródromo),40.72645,-7.887472,18.7,7.0,,6,0.1,5.2,90.0,999.7,SW
2026-02-06 00:00:00,1200560,Viseu (C.Coordenação),40.71492222,-7.89592222,18.0,6.7,,6,0.0,5.0,92.0,,SW
2026-02-06 00:00:00,1200562,Beja,38.02493056,-7.867275,19.4,11.3,0.0,6,0.0,5.4,100.0,1004.7,SW
2026-02-06 00:00:00,1200567,Vila Real,41.27418611,-7.7171,10.8,6.1,0.0,6,1.6,3.0,95.0,999.2,SW
2026-02-06 00:00:00,1200568,Penhas Douradas,40.41136667,-7.55865278,,0.8,,0,,,100.0,,
2026-02-06 00:00:00,1200570,Castelo Branco,39.83339444,-7.46678889,13.0,9.5,0.0,6,0.0,3.6,100.0,1000.7,SW
2026-02-06 00:00:00,1200571,Portalegre,39.29546944,-7.41996944,13.0,7.8,0.0,7,0.0,3.6,100.0,1003.6,W
2026-02-06 00:00:00,1200575,Bragança,41.80388889,-6.74283889,16.9,6.3,0.0,6,0.1,4.7,86.0,997.6,SW
2026-02-06 00:00:00,1200576,Bragança (Aeródromo),41.85763611,-6.70796389,20.9,6.3,,6,0.0,5.8,87.0,996.9,SW
2026-02-06 00:00:00,1200843,Évora (Aeródromo),38.5296,-7.8916,18.4,11.1,,6,1.6,5.1,94.0,1003.8,SW
2026-02-06 00:00:00,1210513,P. Delgada (Obs. A. Chaves),37.7464,-25.662283,11.9,11.7,6.9,9,0.1,3.3,69.0,,N
2026-02-06 00:00:00,1210517,Flores / Morro Alto,39.4633,-31.2207,44.3,3.8,,6,0.0,12.3,100.0,1010.2,SW
2026-02-06 00:00:00,1210518,São Miguel - Pico Santos De Cima,37.819,-25.7512,40.3,5.0,,8,0.0,11.2,100.0,1011.8,NW
2026-02-06 00:00:00,1210520,Ilhas selvagens,30.140595,-15.869153,40.7,17.2,0.1,7,0.0,11.3,86.0,1017.0,W
2026-02-06 00:00:00,1210550,Coruche / Cruz Do Leão,39.07101,-8.4,7.9,10.1,,5,0.0,2.2,95.0,1003.1,S
2026-02-06 00:00:00,1210553,Loulé / Cavalos De Caldeirão,37.3042,-7.9534,28.8,9.1,,6,0.0,8.0,100.0,1006.6,SW
2026-02-06 00:00:00,1210577,"Odemira, S.Teotónio",37.54710833,-8.72899167,13.7,13.4,0.0,6,0.0,3.8,93.0,,SW
2026-02-06 00:00:00,1210580,"Lisboa, Relógio",38.7618,-9.1254,25.2,12.1,,6,0.0,7.0,80.0,1003.1,SW
2026-02-06 00:00:00,1210604,V.N.Cerveira (Aeródromo),41.96673056,-8.66676111,12.6,11.5,0.0,7,0.0,3.5,81.0,996.4,W
2026-02-06 00:00:00,1210605,"Monção, Valinha",42.06669,-8.383347,17.3,10.6,0.0,6,0.0,4.8,86.0,,SW
2026-02-06 00:00:00,1210606,"Lamas de Mouro, P.Ribeiro",42.03333333,-8.18333333,,4.7,0.0,0,3.5,,97.0,997.5,
2026-02-06 00:00:00,1210611,Montalegre,41.82276667,-7.78797778,21.2,4.0,0.0,7,1.4,5.9,99.0,,W
2026-02-06 00:00:00,1210612,Vinhais,41.8434,-7.0034416,9.4,5.0,,6,0.0,2.6,100.0,,SW
2026-02-06 00:00:00,1210615,Ponte de Lima,41.75013889,-8.56671389,9.4,11.6,0.0,5,0.0,2.6,82.0,,S
2026-02-06 00:00:00,1210616,Chaves (Aeródromo),41.72516667,-7.46540833,12.6,8.9,0.0,6,0.6,3.5,82.0,996.5,SW
2026-02-06 00:00:00,1210619,Cabril,41.71666667,-8.01666667,16.6,7.1,,7,0.4,4.6,99.0,,W
2026-02-06 00:00:00,1210622,"Braga, Merelim",41.56678056,-8.45003056,6.8,11.1,5.3,5,0.1,1.9,85.0,997.7,S
2026-02-06 00:00:00,1210630,Cabeceiras de Basto,41.53333333,-7.96666667,11.9,9.9,0.0,6,0.7,3.3,87.0,,SW
2026-02-06 00:00:00,1210632,Mirandela,41.51478611,-7.19083889,13.3,8.8,0.0,5,0.4,3.7,82.0,,S
2026-02-06 00:00:00,1210633,"Macedo Cavaleiros, Bagueixe",41.56666667,-6.78333333,17.3,5.8,,7,1.0,4.8,100.0,,W
2026-02-06 00:00:00,1210635,Miranda do Douro,41.51666667,-6.28333333,26.6,6.4,,7,0.6,7.4,93.0,,W
2026-02-06 00:00:00,1210637,Mogadouro,41.33333333,-6.73333333,27.0,5.6,0.0,7,0.3,7.5,99.0,,W
2026-02-06 00:00:00,1210643,Paços Ferreira,41.27365,-8.38012,7.9,8.1,,6,0.5,2.2,95.0,,SW
2026-02-06 00:00:00,1210644,Carrazêda de Ansiães,41.23333333,-7.28333333,4.3,5.9,0.0,6,1.1,1.2,90.0,,SW
2026-02-06 00:00:00,1210654,Moncorvo,41.18333333,-7.01666667,13.7,7.3,0.0,8,0.5,3.8,87.0,998.9,NW
