obs_datetime,station_id,station_name,lat,lon,intensidadeVentoKM,temperatura,radiacao,idDireccVento,precAcumulada,intensidadeVento,humidade,pressao,direccVento_txt
2026-02-04 00:00:00,11217160,Santa Maria / Praia Formosa (DROTRH),36.9542,-25.0917,12.2,16.2,0.0,3,1.0,3.4,100.0,,E
2026-02-04 00:00:00,11217165,Santa Maria / Maia (DROTRH),36.9412,-25.0176,18.0,16.1,0.2,7,2.2,5.0,99.0,,W
2026-02-04 00:00:00,11217217,São Miguel / Santana (DROTRH),37.8049,-25.5618,15.1,16.1,2.5,5,0.4,4.2,95.0,,S
2026-02-04 00:00:00,11217225,São Miguel / Sete Cidades (DROTRH),37.8679,-25.772,27.7,14.7,8.5,5,0.1,7.7,96.0,,S
2026-02-04 00:00:00,11217255,São Miguel / Lagoa das Furnas (DROTRH),37.7619,-25.3291,15.8,15.5,0.6,5,0.0,4.4,85.0,,S
2026-02-04 00:00:00,11217372,Terceira / Serra do Cume (DROTRH),38.7002,-27.1031,58.7,13.3,0.0,7,2.2,16.3,100.0,,W
2026-02-04 00:00:00,11217430,Graciosa / Serra das Fontes (DROTRH),39.0672,-28.0038,25.6,13.6,0.0,8,0.9,7.1,100.0,,NW
2026-02-04 00:00:00,11217510,São Jorge / Pico do Areeiro (DROTRH),38.6435,-28.0591,58.0,10.8,0.0,6,1.2,16.1,100.0,,SW
2026-02-04 00:00:00,11217625,Pico / Cabeço do Teicho (DROTRH),38.489,-28.3534,37.1,11.6,0.0,6,2.5,10.3,89.0,,SW
2026-02-04 00:00:00,11217645,Pico / Cabecinho (DROTRH),38.4338,-28.1141,42.1,13.0,0.0,6,6.0,11.7,99.0,,SW
2026-02-04 00:00:00,11217730,Faial / Cabeço Verde (DROTRH),38.5843,-28.7576,20.5,13.0,0.0,5,0.9,5.7,100.0,,S
2026-02-04 00:00:00,1200501,Flores (Aeródromo),39.45819,-31.1301,19.1,16.2,0.0,6,0.0,5.3,77.0,997.1,SW
2026-02-04 00:00:00,1200502,Corvo (Aeródromo),39.67389,-31.11362,37.4,15.9,0.0,7,0.0,10.4,89.0,995.9,W
2026-02-04 00:00:00,1200504,Pico (Aeródromo),38.55219,-28.44137,32.4,16.2,0.0,6,2.0,9.0,90.0,999.0,SW
2026-02-04 00:00:00,1200505,Horta / Aeroporto,38.5211,-28.7128,42.8,16.3,,7,0.7,11.9,90.0,1000.1,W
2026-02-04 00:00:00,1200507,Graciosa (Aeródromo),39.09036,-28.02852,38.2,15.8,0.0,6,1.1,10.6,88.0,997.8,SW
2026-02-04 00:00:00,1200510,São Jorge,38.66,-28.17,28.8,15.6,2.3,7,1.1,8.0,,1000.1,W
2026-02-04 00:00:00,1200511,Angra do Heroísmo,38.6659435,-27.216567,31.3,15.4,0.0,6,0.5,8.7,97.0,999.9,SW
2026-02-04 00:00:00,1200512,P. Delgada (Aeródromo),37.74414,-25.6953048,28.4,15.8,1.4,6,0.1,7.9,95.0,1003.2,SW
2026-02-04 00:00:00,1200515,Santa Maria (Aeródromo),36.967175,-25.1679,32.4,16.5,1.0,7,0.7,9.0,100.0,1005.9,W
2026-02-04 00:00:00,1200521,Santa Catarina (Aeródromo),32.69688,-16.77612,,17.3,0.0,0,0.0,,76.0,1015.1,
2026-02-04 00:00:00,1200522,Funchal,32.64786,-16.888,8.3,17.3,0.0,8,0.0,2.3,84.0,1015.4,NW
2026-02-04 00:00:00,1200524,Porto Santo,33.074029,-16.34868,25.6,17.1,0.2,7,0.0,7.1,89.0,1015.2,W
2026-02-04 00:00:00,1200531,Cabo Carvoeiro,39.38,-9.40737778,32.0,15.0,,6,0.2,8.9,100.0,992.9,SW
2026-02-04 00:00:00,1200533,Sagres,37.012835,-8.949089,44.6,15.5,,7,1.3,12.4,100.0,1000.1,W
2026-02-04 00:00:00,1200535,Lisboa (Geofísico),38.71907778,-9.14972222,24.5,15.0,0.0,6,1.6,6.8,100.0,994.7,SW
2026-02-04 00:00:00,1200541,Sines,37.954504,-8.838271,38.9,14.9,0.0,7,2.9,10.8,100.0,997.0,W
2026-02-04 00:00:00,1200545,"Porto, Pedras Rubras (Aeródromo)",41.233502,-8.681332,24.1,10.1,0.5,5,0.1,6.7,96.0,989.1,S
2026-02-04 00:00:00,1200548,Coimbra (Aeródromo),40.15006944,-8.46669167,,,0.0,0,1.0,,,,
2026-02-04 00:00:00,1200551,"Viana Castelo, Chafé",41.648875,-8.804606,6.1,7.9,0.0,2,0.3,1.7,100.0,988.7,NE
2026-02-04 00:00:00,1200554,Faro (Aeródromo),37.016579,-7.971953,46.8,15.5,0.0,7,1.9,13.0,97.0,999.4,W
2026-02-04 00:00:00,1200558,Évora (C.Coordenação),38.53336389,-7.88338056,25.6,12.3,0.0,7,2.0,7.1,,995.4,W
2026-02-04 00:00:00,1200559,Viseu (Aeródromo),40.72645,-7.887472,17.3,5.0,,6,2.7,4.8,99.0,992.1,SW
2026-02-04 00:00:00,1200560,Viseu (C.Coordenação),40.71492222,-7.89592222,14.4,4.6,,5,2.2,4.0,100.0,992.8,S
2026-02-04 00:00:00,1200562,Beja,38.02493056,-7.867275,41.4,13.9,0.0,7,4.4,11.5,100.0,995.3,W
2026-02-04 00:00:00,1200567,Vila Real,41.27418611,-7.7171,5.4,3.2,0.0,9,2.1,1.5,100.0,992.5,N
2026-02-04 00:00:00,1200568,Penhas Douradas,40.41136667,-7.55865278,18.7,1.8,0.0,6,,5.2,100.0,,SW
2026-02-04 00:00:00,1200570,Castelo Branco,39.83339444,-7.46678889,10.1,6.5,0.0,3,2.2,2.8,100.0,994.4,E
2026-02-04 00:00:00,1200571,Portalegre,39.29546944,-7.41996944,14.0,6.9,0.0,4,2.9,3.9,100.0,995.1,SE
2026-02-04 00:00:00,1200575,Bragança,41.80388889,-6.74283889,5.0,0.9,0.0,3,0.9,1.4,93.0,995.4,E
2026-02-04 00:00:00,1200576,Bragança (Aeródromo),41.85763611,-6.70796389,4.3,1.4,,2,1.8,1.2,99.0,994.6,NE
2026-02-04 00:00:00,1200843,Évora (Aeródromo),38.5296,-7.8916,29.9,12.1,,6,1.7,8.3,100.0,995.0,SW
2026-02-04 00:00:00,1210513,P. Delgada (Obs. A. Chaves),37.7464,-25.662283,7.9,15.9,1.9,6,0.1,2.2,,,SW
2026-02-04 00:00:00,1210517,Flores / Morro Alto,39.4633,-31.2207,80.6,9.7,,6,0.0,22.4,100.0,992.6,SW
2026-02-04 00:00:00,1210518,São Miguel - Pico Santos De Cima,37.819,-25.7512,,11.4,,0,0.1,,100.0,1002.1,
2026-02-04 00:00:00,1210520,Ilhas selvagens,30.140595,-15.869153,38.9,17.2,0.4,7,0.0,10.8,84.0,1018.2,W
2026-02-04 00:00:00,1210550,Coruche / Cruz Do Leão,39.07101,-8.4,13.7,12.8,,7,1.3,3.8,100.0,993.7,W
2026-02-04 00:00:00,1210553,Loulé / Cavalos De Caldeirão,37.3042,-7.9534,53.3,12.6,,6,2.5,14.8,100.0,997.9,SW
2026-02-04 00:00:00,1210577,"Odemira, S.Teotónio",37.54710833,-8.72899167,40.7,15.2,0.0,6,4.6,11.3,99.0,,SW
2026-02-04 00:00:00,1210580,"Lisboa, Relógio",38.7618,-9.1254,32.0,14.7,,7,1.3,8.9,96.0,994.7,W
2026-02-04 00:00:00,1210604,V.N.Cerveira (Aeródromo),41.96673056,-8.66676111,28.8,8.3,0.3,5,0.0,8.0,88.0,987.0,S
2026-02-04 00:00:00,1210605,"Monção, Valinha",42.06669,-8.383347,31.3,9.0,0.0,5,0.0,8.7,83.0,,S
2026-02-04 00:00:00,1210606,"Lamas de Mouro, P.Ribeiro",42.03333333,-8.18333333,,3.7,0.0,0,0.2,,99.0,989.3,
2026-02-04 00:00:00,1210611,Montalegre,41.82276667,-7.78797778,3.2,0.2,0.0,8,2.5,0.9,99.0,,NW
2026-02-04 00:00:00,1210612,Vinhais,41.8434,-7.0034416,12.6,1.3,,3,1.8,3.5,100.0,,E
2026-02-04 00:00:00,1210615,Ponte de Lima,41.75013889,-8.56671389,5.4,7.8,0.0,5,0.3,1.5,94.0,,S
2026-02-04 00:00:00,1210616,Chaves (Aeródromo),41.72516667,-7.46540833,9.4,5.1,0.0,8,0.8,2.6,88.0,991.6,NW
2026-02-04 00:00:00,1210619,Cabril,41.71666667,-8.01666667,1.8,3.1,,2,2.3,0.5,99.0,,NE
2026-02-04 00:00:00,1210622,"Braga, Merelim",41.56678056,-8.45003056,8.6,6.8,1.0,2,0.8,2.4,98.0,990.1,NE
2026-02-04 00:00:00,1210630,Cabeceiras de Basto,41.53333333,-7.96666667,1.4,5.4,0.0,6,2.0,0.4,100.0,,SW
2026-02-04 00:00:00,1210632,Mirandela,41.51478611,-7.19083889,7.2,6.0,0.0,4,1.3,2.0,88.0,,SE
2026-02-04 00:00:00,1210633,"Macedo Cavaleiros, Bagueixe",41.56666667,-6.78333333,9.0,1.7,,4,2.1,2.5,100.0,,SE
2026-02-04 00:00:00,1210635,Miranda do Douro,41.51666667,-6.28333333,8.6,1.6,,4,2.2,2.4,99.0,,SE
2026-02-04 00:00:00,1210637,Mogadouro,41.33333333,-6.73333333,33.1,1.8,0.0,4,1.6,9.2,99.0,,SE
2026-02-04 00:00:00,1210643,Paços Ferreira,41.27365,-8.38012,14.8,6.9,,5,0.5,4.1,100.0,,S
2026-02-04 00:00:00,1210644,Carrazêda de Ansiães,41.23333333,-7.28333333,13.7,3.4,0.0,5,1.8,3.8,93.0,,S
2026-02-04 00:00:00,1210654,Moncorvo,41.18333333,-7.01666667,17.6,4.8,0.0,5,1.4,4.9,85.0,992.7,S
2026-02-04 00:00:00,1210655,"Pinhão, Santa Bárbara",41.172775,-7.5489722,6.1,6.5,,4,1.1,1.7,96.0,,SE
2026-02-04 00:00:00,1210657,Luzim,41.14585,-8.2490333,5.0,5.4,0.5,5,1.4,1.4,98.0,,S
2026-02-04 00:00:00,1210663,Moimenta da Beira,40.98333333,-7.6,9.0,4.1,0.1,6,1.0,2.5,99.0,,SW
2026-02-04 00:00:00,1210666,"Trancoso, Bandarra",40.78333333,-7.36666667,15.1,3.5,0.0,5,0.2,4.2,99.0,,S
2026-02-04 00:00:00,1210669,Arouca,40.93333333,-8.25,15.8,11.9,0.0,7,0.2,4.4,87.0,,W
2026-02-04 00:00:00,1210671,"F. Castelo Rodrigo, V.Torpim",40.75,-6.88333333,14.4,4.4,0.0,5,0.0,4.0,99.0,,S
2026-02-04 00:00:00,1210683,Guarda,40.53333333,-7.26666667,28.1,1.9,2.4,5,0.8,7.8,100.0,,S
2026-02-04 00:00:00,1210685,Nelas,40.51666667,-7.85,14.0,6.8,0.0,6,1.5,3.9,100.0,,SW
2026-02-04 00:00:00,1210686,"Pampilhosa da Serra, Fajão",40.145653,-7.92704,23.4,4.5,,6,1.6,6.5,100.0,,SW
2026-02-04 00:00:00,1210687,Covilhã (Aeródromo),40.264309,-7.482302,8.3,5.5,0.0,5,,2.3,99.0,,S
2026-02-04 00:00:00,1210690,Aldeia Souto (Q. Lageosa),40.35425833,-7.38931111,7.9,5.6,0.0,5,2.0,2.2,97.0,,S
2026-02-04 00:00:00,1210698,Fundão,40.14063611,-7.55362778,4.7,4.9,0.0,4,2.1,1.3,100.0,,SE
2026-02-04 00:00:00,1210702,Aveiro (Universidade),40.63529722,-8.65958333,14.0,10.9,0.5,5,0.2,3.9,96.0,991.1,S
2026-02-04 00:00:00,1210704,Dunas de Mira,40.445955,-8.76168055,18.7,12.3,0.0,7,1.0,5.2,97.0,,W
2026-02-04 00:00:00,1210705,Anadia,40.438852,-8.439996,3.6,10.6,0.0,5,0.5,1.0,95.0,,S
