obs_datetime,station_id,station_name,lat,lon,intensidadeVentoKM,temperatura,radiacao,idDireccVento,precAcumulada,intensidadeVento,humidade,pressao,direccVento_txt
2026-02-03 00:00:00,11217160,Santa Maria / Praia Formosa (DROTRH),36.9542,-25.0917,15.1,14.0,3.7,3,0.0,4.2,90.0,,E
2026-02-03 00:00:00,11217165,Santa Maria / Maia (DROTRH),36.9412,-25.0176,21.6,13.7,5.5,6,0.0,6.0,89.0,,SW
2026-02-03 00:00:00,11217217,São Miguel / Santana (DROTRH),37.8049,-25.5618,13.3,14.6,0.1,6,0.0,3.7,87.0,,SW
2026-02-03 00:00:00,11217225,São Miguel / Sete Cidades (DROTRH),37.8679,-25.772,24.8,12.7,0.5,6,0.4,6.9,97.0,,SW
2026-02-03 00:00:00,11217255,São Miguel / Lagoa das Furnas (DROTRH),37.7619,-25.3291,9.7,12.9,0.0,5,0.0,2.7,85.0,,S
2026-02-03 00:00:00,11217370,Terceira / Ribeira das Nove (DROTRH),38.754,-27.3245,9.0,11.1,0.0,7,2.0,2.5,100.0,,W
2026-02-03 00:00:00,11217372,Terceira / Serra do Cume (DROTRH),38.7002,-27.1031,51.8,12.3,0.0,7,3.0,14.4,100.0,,W
2026-02-03 00:00:00,11217430,Graciosa / Serra das Fontes (DROTRH),39.0672,-28.0038,29.2,14.5,0.0,8,2.9,8.1,100.0,,NW
2026-02-03 00:00:00,11217510,São Jorge / Pico do Areeiro (DROTRH),38.6435,-28.0591,49.0,12.2,0.0,6,1.7,13.6,100.0,,SW
2026-02-03 00:00:00,11217625,Pico / Cabeço do Teicho (DROTRH),38.489,-28.3534,44.6,13.7,0.0,6,0.6,12.4,93.0,,SW
2026-02-03 00:00:00,11217645,Pico / Cabecinho (DROTRH),38.4338,-28.1141,45.0,13.5,0.0,7,2.8,12.5,99.0,,W
2026-02-03 00:00:00,11217730,Faial / Cabeço Verde (DROTRH),38.5843,-28.7576,12.6,14.1,0.0,5,0.5,3.5,100.0,,S
2026-02-03 00:00:00,1200501,Flores (Aeródromo),39.45819,-31.1301,32.8,18.7,0.0,7,0.0,9.1,88.0,1007.2,W
2026-02-03 00:00:00,1200502,Corvo (Aeródromo),39.67389,-31.11362,45.7,17.2,0.0,7,0.0,12.7,94.0,1005.8,W
