obs_datetime,station_id,station_name,lat,lon,intensidadeVentoKM,temperatura,radiacao,idDireccVento,precAcumulada,intensidadeVento,humidade,pressao,direccVento_txt
2026-02-08 00:00:00,11217160,Santa Maria / Praia Formosa (DROTRH),36.9542,-25.0917,12.2,15.7,0.0,8,1.5,3.4,100.0,,NW
2026-02-08 00:00:00,11217165,Santa Maria / Maia (DROTRH),36.9412,-25.0176,24.8,15.7,0.4,6,4.4,6.9,100.0,,SW
2026-02-08 00:00:00,11217217,São Miguel / Santana (DROTRH),37.8049,-25.5618,16.9,16.1,2.7,5,1.4,4.7,99.0,,S
2026-02-08 00:00:00,11217225,São Miguel / Sete Cidades (DROTRH),37.8679,-25.772,27.4,14.9,5.4,6,0.4,7.6,100.0,,SW
2026-02-08 00:00:00,11217255,São Miguel / Lagoa das Furnas (DROTRH),37.7619,-25.3291,20.9,15.1,0.6,5,1.8,5.8,98.0,,S
2026-02-08 00:00:00,11217370,Terceira / Ribeira das Nove (DROTRH),38.754,-27.3245,9.4,13.3,0.0,6,0.0,2.6,100.0,,SW
2026-02-08 00:00:00,11217430,Graciosa / Serra das Fontes (DROTRH),39.0672,-28.0038,23.0,16.3,0.0,7,0.0,6.4,100.0,,W
2026-02-08 00:00:00,11217510,São Jorge / Pico do Areeiro (DROTRH),38.6435,-28.0591,59.0,13.5,0.0,6,0.2,16.4,100.0,,SW
2026-02-08 00:00:00,11217625,Pico / Cabeço do Teicho (DROTRH),38.489,-28.3534,43.6,14.8,0.0,6,1.9,12.1,95.0,,SW
2026-02-08 00:00:00,11217645,Pico / Cabecinho (DROTRH),38.4338,-28.1141,27.0,14.5,0.0,7,6.6,7.5,100.0,,W
2026-02-08 00:00:00,11217730,Faial / Cabeço Verde (DROTRH),38.5843,-28.7576,18.4,14.9,0.0,5,0.0,5.1,100.0,,S
2026-02-08 00:00:00,1200501,Flores (Aeródromo),39.45819,-31.1301,29.5,19.4,0.1,6,0.2,8.2,87.0,1005.6,SW
2026-02-08 00:00:00,1200502,Corvo (Aeródromo),39.67389,-31.11362,41.8,17.9,0.0,7,0.0,11.6,92.0,1004.5,W
2026-02-08 00:00:00,1200504,Pico (Aeródromo),38.55219,-28.44137,27.4,17.9,0.0,6,0.0,7.6,90.0,1010.4,SW
2026-02-08 00:00:00,1200505,Horta / Aeroporto,38.5211,-28.7128,39.2,17.5,,7,0.0,10.9,93.0,1010.5,W
2026-02-08 00:00:00,1200506,Horta (Obs. Principe Alberto),38.540781,-28.63225,51.8,17.6,0.0,6,0.0,14.4,97.0,1009.7,SW
2026-02-08 00:00:00,1200507,Graciosa (Aeródromo),39.09036,-28.02852,38.9,17.9,0.0,6,0.0,10.8,86.0,1008.7,SW
2026-02-08 00:00:00,1200510,São Jorge,38.66,-28.17,24.8,17.5,0.0,7,0.0,6.9,,1011.2,W
2026-02-08 00:00:00,1200511,Angra do Heroísmo,38.6659435,-27.216567,34.6,15.8,0.0,7,0.2,9.6,99.0,1011.2,W
2026-02-08 00:00:00,1200512,P. Delgada (Aeródromo),37.74414,-25.6953048,29.5,15.8,0.9,6,0.0,8.2,97.0,1014.5,SW
2026-02-08 00:00:00,1200515,Santa Maria (Aeródromo),36.967175,-25.1679,31.0,16.3,1.4,6,1.7,8.6,100.0,1017.0,SW
